[بسم, 115]
 [ومحياي, 1]
 [ومماتي, 1]
 [شريك, 3]
 [وبذلك, 1]
 [المسلمين, 11]
 [أبغي, 1]
 [ربا, 2]
 [تكسب, 3]
 [تزر, 5]
 [وازرة, 5]
 [وزر, 6]
 [جعلكم, 6]
 [خلائف, 4]
 [لغفور, 8]
 [المص, 1]
 [صدرك, 4]
 [لتنذر, 5]
 [وذكرى, 7]
 [وكم, 9]
 [أهلكناها, 4]
 [فجاءها, 1]
 [بياتا, 3]
 [قائلون, 1]
 [دعواهم, 4]
 [ظالمين, 9]
 [فلنسألن, 1]
 [أرسل, 10]
 [ولنسألن, 1]
 [فلنقصن, 1]
 [غائبين, 1]
 [والوزن, 1]
 [ثقلت, 4]
 [موازينه, 6]
 [خفت, 5]
 [مكناكم, 2]
 [معايش, 2]
 [صورناكم, 1]
 [الساجدين, 5]
 [منعك, 3]
 [تسجد, 2]
 [أمرتك, 1]
 [خلقتني, 2]
 [وخلقته, 2]
 [فاهبط, 1]
 [تتكبر, 1]
 [فاخرج, 4]
 [الصاغرين, 2]
 [أنظرني, 1]
 [يبعثون, 8]
 [المنظرين, 3]
 [أغويتني, 2]
 [لأقعدن, 1]
 [صراطك, 1]
 [لآتينهم, 1]
 [شمائلهم, 1]
 [شاكرين, 1]
 [اخرج, 2]
 [مذءوما, 1]
 [مدحورا, 3]
 [تبعك, 3]
 [لأملأن, 4]
 [ويا, 11]
 [فكلا, 2]
 [فوسوس, 2]
 [لهما, 10]
 [ليبدي, 1]
 [ووري, 1]
 [سوآتهما, 4]
 [نهاكما, 1]
 [ربكما, 33]
 [تكونا, 2]
 [ملكين, 1]
 [الخالدين, 1]
 [وقاسمهما, 1]
 [لكما, 7]
 [الناصحين, 3]
 [فدلاهما, 1]
 [بغرور, 1]
 [ذاقا, 1]
 [وطفقا, 2]
 [يخصفان, 2]
 [ورق, 2]
 [وناداهما, 1]
 [ربهما, 3]
 [أنهكما, 1]
 [تلكما, 1]
 [وأقل, 2]
 [قالا, 2]
 [ظلمنا, 1]
 [وترحمنا, 1]
 [تحيون, 1]
 [وفيها, 3]
 [تموتون, 1]
 [ومنها, 8]
 [لباسا, 3]
 [سوآتكم, 1]
 [وريشا, 1]
 [ولباس, 1]
 [يفتننكم, 1]
 [أخرج, 10]
 [أبويكم, 1]
 [ينزع, 1]
 [لباسهما, 1]
 [ليريهما, 1]
 [يراكم, 2]
 [وقبيله, 1]
 [ترونهم, 1]
 [يأمر, 5]
 [أتقولون, 3]
 [مسجد, 2]
 [وادعوه, 2]
 [مخلصين, 7]
 [بدأكم, 1]
 [تعودون, 1]
 [ويحسبون, 3]
 [زينتكم, 1]
 [زينة, 6]
 [لعباده, 3]
 [والطيبات, 2]
 [الرزق, 13]
 [والإثم, 1]
 [والبغي, 2]
 [أجلهم, 6]
 [يستأخرون, 5]
 [ساعة, 8]
 [يستقدمون, 3]
 [إما, 9]
 [ينالهم, 2]
 [يتوفونهم, 1]
 [دخلت, 3]
 [أختها, 2]
 [اداركوا, 1]
 [أخراهم, 1]
 [لأولاهم, 1]
 [أضلونا, 1]
 [فآتهم, 1]
 [ضعفا, 4]
 [ضعف, 5]
 [أولاهم, 1]
 [لأخراهم, 1]
 [تفتح, 1]
 [يلج, 3]
 [الجمل, 1]
 [سم, 1]
 [الخياط, 1]
 [مهاد, 1]
 [غواش, 1]
 [ونزعنا, 3]
 [لهذا, 2]
 [لنهتدي, 1]
 [ونودوا, 1]
 [تلكم, 1]
 [أورثتموها, 2]
 [ونادى, 6]
 [وعدنا, 5]
 [وجدتم, 2]
 [نعم, 9]
 [فأذن, 2]
 [مؤذن, 2]
 [ويبغونها, 3]
 [كافرون, 15]
 [وبينهما, 1]
 [حجاب, 4]
 [الأعراف, 2]
 [رجال, 6]
 [ونادوا, 2]
 [يطمعون, 1]
 [صرفت, 1]
 [تلقاء, 3]
 [تجعلنا, 3]
 [يعرفونهم, 1]
 [أغنى, 9]
 [جمعكم, 1]
 [أقسمتم, 2]
 [برحمة, 7]
 [تحزنون, 2]
 [حرمهما, 1]
 [لهوا, 3]
 [فاليوم, 8]
 [ننساهم, 1]
 [يومهم, 5]
 [جئناهم, 1]
 [بكتاب, 3]
 [فصلناه, 2]
 [نسوه, 1]
 [شفعاء, 3]
 [فيشفعوا, 1]
 [فنعمل, 1]
 [نعمل, 5]
 [ستة, 7]
 [العرش, 20]
 [يغشي, 2]
 [يطلبه, 1]
 [حثيثا, 1]
 [والنجوم, 3]
 [مسخرات, 3]
 [الخلق, 14]
 [والأمر, 3]
 [تبارك, 6]
 [ادعوا, 8]
 [إصلاحها, 2]
 [خوفا, 4]
 [وطمعا, 4]
 [يرسل, 10]
 [بشرا, 12]
 [رحمته, 16]
 [أقلت, 1]
 [سحابا, 4]
 [ثقالا, 1]
 [سقناه, 1]
 [لبلد, 1]
 [ميت, 3]
 [والبلد, 1]
 [نباته, 2]
 [والذي, 15]
 [خبث, 1]
 [نكدا, 1]
 [نوحا, 7]
 [الملأ, 17]
 [لنراك, 3]
 [ضلالة, 1]
 [ولكني, 4]
 [أبلغكم, 2]
 [رسالات, 5]
 [وأنصح, 1]
 [أوعجبتم, 2]
 [لينذركم, 2]
 [ولتتقوا, 1]
 [فكذبوه, 8]
 [فأنجيناه, 6]
 [الفلك, 21]
 [عمين, 1]
 [أخاهم, 8]
 [سفاهة, 2]
 [لنظنك, 1]
 [ناصح, 1]
 [أمين, 11]
 [خلفاء, 3]
 [وزادكم, 1]
 [آلاء, 34]
 [أجئتنا, 5]
 [لنعبد, 1]
 [وحده, 6]
 [ونذر, 8]
 [يعبد, 8]
 [فأتنا, 3]
 [تعدنا, 4]
 [أتجادلونني, 1]
 [أسماء, 3]
 [سميتموها, 3]
 [وآباؤكم, 5]
 [سلطان, 13]
 [فانتظروا, 3]
 [المنتظرين, 3]
 [وقطعنا, 1]
 [ثمود, 13]
 [ناقة, 4]
 [فذروها, 2]
 [تأكل, 6]
 [تمسوها, 3]
 [بسوء, 4]
 [فيأخذكم, 3]
 [وبوأكم, 1]
 [تتخذون, 3]
 [سهولها, 1]
 [قصورا, 2]
 [وتنحتون, 2]
 [الجبال, 24]
 [بيوتا, 9]
 [استكبروا, 11]
 [استضعفوا, 5]
 [أتعلمون, 2]
 [مرسل, 2]
 [فعقروا, 1]
 [الناقة, 3]
 [وعتوا, 2]
 [صالح, 6]
 [الرجفة, 4]
 [دارهم, 4]
 [جاثمين, 5]
 [فتولى, 4]
 [أبلغتكم, 3]
 [رسالة, 1]
 [ونصحت, 2]
 [أتأتون, 3]
 [سبقكم, 2]
 [لتأتون, 4]
 [شهوة, 2]
 [مسرفون, 2]
 [جواب, 4]
 [أخرجوهم, 1]
 [قريتكم, 2]
 [يتطهرون, 2]
 [وأهله, 8]
 [امرأته, 5]
 [الغابرين, 7]
 [وأمطرنا, 5]
 [مطرا, 3]
 [مدين, 9]
 [شعيبا, 7]
 [فأوفوا, 1]
 [تبخسوا, 3]
 [أشياءهم, 3]
 [وتصدون, 1]
 [وتبغونها, 1]
 [فكثركم, 1]
 [وانظروا, 1]
 [أرسلت, 6]
 [فاصبروا, 2]
 [الحاكمين, 5]
 [لنخرجنك, 1]
 [شعيب, 4]
 [قريتنا, 1]
 [لتعودن, 2]
 [ملتنا, 2]
 [كارهين, 1]
 [افترينا, 1]
 [عدنا, 3]
 [ملتكم, 1]
 [نجانا, 2]
 [نعود, 1]
 [توكلنا, 4]
 [افتح, 1]
 [قومنا, 4]
 [الفاتحين, 1]
 [اتبعتم, 1]
 [لخاسرون, 3]
 [يغنوا, 4]
 [آسى, 1]
 [يضرعون, 1]
 [بدلنا, 3]
 [السيئة, 5]
 [الحسنة, 6]
 [الضراء, 1]
 [والسراء, 1]
 [لفتحنا, 1]
 [بركات, 1]
 [أفأمن, 2]
 [نائمون, 2]
 [أوأمن, 1]
 [ضحى, 2]
 [أفأمنوا, 2]
 [مكر, 6]
 [يأمن, 1]
 [يهد, 8]
 [يرثون, 2]
 [أصبناهم, 1]
 [ونطبع, 1]
 [نقص, 5]
 [أنبائها, 1]
 [رسلهم, 11]
 [يطبع, 3]
 [لأكثرهم, 1]
 [لفاسقين, 1]
 [بعثنا, 6]
 [وملئه, 6]
 [فظلموا, 2]
 [حقيق, 1]
 [ببينة, 2]
 [فأرسل, 5]
 [معي, 11]
 [فألقى, 3]
 [عصاه, 3]
 [ثعبان, 2]
 [ونزع, 2]
 [يده, 3]
 [بيضاء, 6]
 [للناظرين, 3]
 [لساحر, 3]
 [يخرجكم, 3]
 [أرضكم, 3]
 [فماذا, 3]
 [أرجه, 2]
 [وأخاه, 3]
 [وأرسل, 2]
 [المدائن, 3]
 [حاشرين, 3]
 [ساحر, 7]
 [وجاء, 10]
 [السحرة, 8]
 [لأجرا, 3]
 [الغالبين, 4]
 [وإنكم, 3]
 [تلقي, 2]
 [نكون, 2]
 [الملقين, 1]
 [ألقوا, 8]
 [سحروا, 1]
 [أعين, 6]
 [واسترهبوهم, 1]
 [وجاءوا, 3]
 [بسحر, 3]
 [ألق, 2]
 [عصاك, 3]
 [تلقف, 3]
 [يأفكون, 2]
 [فوقع, 1]
 [وبطل, 1]
 [فغلبوا, 1]
 [وانقلبوا, 1]
 [صاغرين, 1]
 [وألقي, 1]
 [ساجدين, 5]
 [برب, 8]
 [آذن, 3]
 [لمكر, 1]
 [مكرتموه, 1]
 [المدينة, 14]
 [لتخرجوا, 1]
 [لأقطعن, 2]
 [لأصلبنكم, 1]
 [منقلبون, 2]
 [تنقم, 1]
 [جاءتنا, 1]
 [أتذر, 1]
 [وقومه, 7]
 [ليفسدوا, 1]
 [ويذرك, 1]
 [وآلهتك, 1]
 [سنقتل, 1]
 [ونستحيي, 1]
 [نساءهم, 3]
 [قاهرون, 1]
 [واصبروا, 3]
 [يورثها, 1]
 [والعاقبة, 3]
 [أوذينا, 1]
 [جئتنا, 2]
 [عدوكم, 2]
 [ويستخلفكم, 1]
 [فينظر, 1]
 [بالسنين, 1]
 [يطيروا, 1]
 [بموسى, 1]
 [طائرهم, 1]
 [مهما, 1]
 [تأتنا, 1]
 [لتسحرنا, 1]
 [فأرسلنا, 7]
 [الطوفان, 2]
 [والجراد, 1]
 [والقمل, 1]
 [والضفادع, 1]
 [مفصلات, 1]
 [فاستكبروا, 5]
 [مجرمين, 10]
 [الرجز, 3]
 [كشفت, 1]
 [لنؤمنن, 1]
 [ولنرسلن, 1]
 [كشفنا, 4]
 [بالغوه, 1]
 [ينكثون, 2]
 [فانتقمنا, 4]
 [فأغرقناهم, 3]
 [اليم, 8]
 [غافلين, 4]
 [وأورثنا, 3]
 [يستضعفون, 1]
 [مشارق, 1]
 [ومغاربها, 1]
 [باركنا, 5]
 [صبروا, 13]
 [ودمرنا, 1]
 [يصنع, 1]
 [يعرشون, 2]
 [وجاوزنا, 2]
 [ببني, 2]
 [يعكفون, 1]
 [أصنام, 1]
 [تجهلون, 4]
 [متبر, 1]
 [وباطل, 2]
 [أبغيكم, 1]
 [فضلكم, 1]
 [أنجيناكم, 2]
 [وواعدنا, 1]
 [ثلاثين, 1]
 [وأتممناها, 1]
 [بعشر, 2]
 [فتم, 1]
 [ميقات, 2]
 [لأخيه, 1]
 [اخلفني, 1]
 [قومي, 5]
 [لميقاتنا, 2]
 [وكلمه, 1]
 [أنظر, 1]
 [تراني, 2]
 [الجبل, 2]
 [استقر, 1]
 [مكانه, 3]
 [تجلى, 2]
 [للجبل, 1]
 [دكا, 3]
 [وخر, 2]
 [صعقا, 1]
 [أفاق, 1]
 [اصطفيتك, 1]
 [برسالاتي, 1]
 [وبكلامي, 1]
 [آتيتك, 1]
 [وكن, 3]
 [الألواح, 3]
 [فخذها, 1]
 [وأمر, 5]
 [يأخذوا, 1]
 [بأحسنها, 1]
 [سأريكم, 2]
 [سأصرف, 1]
 [يتكبرون, 1]
 [يتخذوه, 2]
 [ولقاء, 2]
 [يجزون, 3]
 [حليهم, 1]
 [عجلا, 2]
 [جسدا, 4]
 [خوار, 2]
 [يهديهم, 3]
 [اتخذوه, 1]
 [سقط, 1]
 [يرحمنا, 1]
 [رجع, 2]
 [غضبان, 2]
 [أسفا, 3]
 [خلفتموني, 1]
 [أعجلتم, 1]
 [وألقى, 3]
 [وأخذ, 2]
 [برأس, 1]
 [يجره, 1]
 [استضعفوني, 1]
 [وكادوا, 1]
 [يقتلونني, 1]
 [تشمت, 1]
 [الأعداء, 1]
 [تجعلني, 2]
 [ولأخي, 1]
 [وأدخلنا, 1]
 [رحمتك, 1]
 [أرحم, 4]
 [الراحمين, 6]
 [سينالهم, 1]
 [وذلة, 1]
 [المفترين, 1]
 [بعدها, 6]
 [سكت, 1]
 [الغضب, 1]
 [نسختها, 1]
 [لربهم, 5]
 [يرهبون, 1]
 [واختار, 1]
 [سبعين, 2]
 [أخذتهم, 3]
 [شئت, 3]
 [أهلكتهم, 1]
 [أتهلكنا, 1]
 [فعل, 9]
 [فتنتك, 1]
 [وتهدي, 1]
 [ولينا, 2]
 [الغافرين, 1]
 [واكتب, 1]
 [هدنا, 1]
 [عذابي, 9]
 [أصيب, 1]
 [أشاء, 1]
 [ورحمتي, 1]
 [وسعت, 2]
 [فسأكتبها, 1]
 [الأمي, 2]
 [يجدونه, 1]
 [مكتوبا, 1]
 [يأمرهم, 1]
 [وينهاهم, 1]
 [ويحل, 3]
 [ويحرم, 1]
 [الخبائث, 2]
 [ويضع, 1]
 [إصرهم, 1]
 [والأغلال, 1]
 [وعزروه, 1]
 [ونصروه, 1]
 [وكلماته, 1]
 [واتبعوه, 1]
 [يهدون, 4]
 [وبه, 2]
 [وقطعناهم, 2]
 [اثنتي, 1]
 [أسباطا, 1]
 [أمما, 2]
 [استسقاه, 1]
 [فانبجست, 1]
 [اسكنوا, 2]
 [خطيئاتكم, 1]
 [سنزيد, 1]
 [واسألهم, 1]
 [يعدون, 1]
 [حيتانهم, 1]
 [سبتهم, 1]
 [شرعا, 1]
 [يسبتون, 1]
 [نبلوهم, 1]
 [تعظون, 1]
 [مهلكهم, 1]
 [معذبهم, 2]
 [معذرة, 1]
 [ولعلهم, 3]
 [أنجينا, 2]
 [بئيس, 1]
 [عتوا, 2]
 [تأذن, 2]
 [ليبعثن, 1]
 [يسومهم, 1]
 [لسريع, 1]
 [الصالحون, 3]
 [وبلوناهم, 1]
 [بالحسنات, 1]
 [والسيئات, 1]
 [فخلف, 2]
 [خلف, 2]
 [ورثوا, 1]
 [يأخذون, 1]
 [الأدنى, 2]
 [سيغفر, 1]
 [يأتهم, 3]
 [يأخذوه, 1]
 [ودرسوا, 1]
 [والدار, 2]
 [يمسكون, 1]
 [نضيع, 3]
 [المصلحين, 2]
 [نتقنا, 1]
 [كأنه, 5]
 [ظلة, 1]
 [وظنوا, 7]
 [واقع, 3]
 [ذريتهم, 4]
 [وأشهدهم, 1]
 [ألست, 1]
 [أشرك, 5]
 [وكنا, 16]
 [أفتهلكنا, 1]
 [المبطلون, 4]
 [آتيناه, 5]
 [فانسلخ, 1]
 [فأتبعه, 3]
 [فكان, 8]
 [الغاوين, 2]
 [شئنا, 5]
 [لرفعناه, 1]
 [ولكنه, 1]
 [أخلد, 1]
 [هواه, 6]
 [الكلب, 1]
 [يلهث, 2]
 [تتركه, 1]
 [فاقصص, 1]
 [يتفكرون, 10]
 [المهتدي, 1]
 [ذرأنا, 1]
 [لجهنم, 3]
 [كالأنعام, 2]
 [الغافلون, 2]
 [فادعوه, 2]
 [يلحدون, 3]
 [أسمائه, 1]
 [وممن, 5]
 [خلقنا, 21]
 [سنستدرجهم, 2]
 [وأملي, 2]
 [كيدي, 2]
 [متين, 2]
 [يتفكروا, 2]
 [بصاحبهم, 1]
 [ينظروا, 2]
 [اقترب, 2]
 [فبأي, 35]
 [هادي, 1]
 [ويذرهم, 1]
 [أيان, 6]
 [مرساها, 2]
 [علمها, 4]
 [يجليها, 1]
 [لوقتها, 1]
 [تأتيكم, 2]
 [كأنك, 1]
 [حفي, 1]
 [لنفسي, 4]
 [لاستكثرت, 1]
 [مسني, 4]
 [وبشير, 2]
 [ليسكن, 1]
 [إليها, 4]
 [تغشاها, 1]
 [حملا, 2]
 [خفيفا, 1]
 [فمرت, 1]
 [أثقلت, 1]
 [آتيتنا, 1]
 [آتاهما, 2]
 [جعلا, 1]
 [فتعالى, 4]
 [يشركون, 19]
 [أيشركون, 1]
 [يخلقون, 5]
 [نصرا, 3]
 [تدعوهم, 4]
 [يتبعوكم, 1]
 [أدعوتموهم, 1]
 [صامتون, 1]
 [عباد, 14]
 [فادعوهم, 1]
 [ألهم, 1]
 [أرجل, 1]
 [يمشون, 5]
 [أيد, 1]
 [يبطشون, 1]
 [شركاءكم, 3]
 [كيدون, 1]
 [وليي, 2]
 [يسمعوا, 2]
 [وتراهم, 2]
 [خذ, 3]
 [بالعرف, 1]
 [ينزغنك, 2]
 [نزغ, 3]
 [فاستعذ, 4]
 [مسهم, 1]
 [طائف, 2]
 [تذكروا, 2]
 [مبصرون, 1]
 [يمدونهم, 1]
 [يقصرون, 1]
 [تأتهم, 2]
 [اجتبيتها, 1]
 [قرئ, 2]
 [فاستمعوا, 2]
 [وأنصتوا, 1]
 [وخيفة, 1]
 [ودون, 1]
 [بالغدو, 3]
 [والآصال, 3]
 [الغافلين, 2]
 [ويسبحونه, 1]
 [۩, 15]
 [الأنفال, 2]
 [ذات, 17]
 [وجلت, 2]
 [تليت, 1]
 [زادتهم, 1]
 [يتوكلون, 5]
 [ورزق, 6]
 [كريم, 20]
 [أخرجك, 1]
 [بيتك, 2]
 [لكارهون, 1]
 [يساقون, 1]
 [إحدى, 4]
 [الطائفتين, 1]
 [وتودون, 1]
 [الشوكة, 1]
 [يحق, 1]
 [بكلماته, 3]
 [ويقطع, 1]
 [ليحق, 1]
 [ويبطل, 1]
 [الباطل, 10]
 [المجرمون, 13]
 [تستغيثون, 1]
 [ممدكم, 1]
 [بألف, 1]
 [مردفين, 1]
 [يغشيكم, 1]
 [النعاس, 1]
 [وينزل, 5]
 [ويذهب, 2]
 [رجز, 3]
 [وليربط, 1]
 [ويثبت, 3]
 [الأقدام, 1]
 [فثبتوا, 1]
 [سألقي, 1]
 [فاضربوا, 1]
 [الأعناق, 1]
 [واضربوا, 1]
 [بنان, 1]
 [شاقوا, 2]
 [فذوقوه, 1]
 [لقيتم, 3]
 [زحفا, 1]
 [تولوهم, 2]
 [يولهم, 1]
 [دبره, 1]
 [متحرفا, 1]
 [لقتال, 1]
 [متحيزا, 1]
 [تقتلوهم, 1]
 [قتلهم, 2]
 [رميت, 2]
 [رمى, 1]
 [وليبلي, 1]
 [موهن, 1]
 [تستفتحوا, 1]
 [الفتح, 4]
 [تنتهوا, 2]
 [تعودوا, 2]
 [نعد, 2]
 [فئتكم, 1]
 [كثرت, 1]
 [تسمعون, 2]
 [الدواب, 2]
 [الصم, 6]
 [البكم, 1]
 [لأسمعهم, 1]
 [أسمعهم, 1]
 [لتولوا, 1]
 [استجيبوا, 2]
 [وللرسول, 3]
 [دعاكم, 2]
 [يحول, 1]
 [وقلبه, 3]
 [وأنه, 13]
 [تصيبن, 1]
 [خاصة, 1]
 [مستضعفون, 1]
 [يتخطفكم, 1]
 [فآواكم, 1]
 [وأيدكم, 1]
 [ورزقكم, 3]
 [تخونوا, 1]
 [وتخونوا, 1]
 [أماناتكم, 1]
 [وأولادكم, 3]
 [فرقانا, 1]
 [يمكر, 1]
 [ليثبتوك, 1]
 [يقتلوك, 1]
 [يخرجوك, 1]
 [ويمكرون, 1]
 [ويمكر, 1]
 [لقلنا, 1]
 [فأمطر, 1]
 [حجارة, 5]
 [ليعذبهم, 2]
 [يستغفرون, 2]
 [أولياؤه, 1]
 [مكاء, 1]
 [وتصدية, 1]
 [ليصدوا, 1]
 [فسينفقونها, 1]
 [يغلبون, 1]
 [ليميز, 1]
 [بعضه, 3]
 [فيركمه, 1]
 [فيجعله, 1]
 [يعودوا, 1]
 [مضت, 1]
 [سنت, 3]
 [المولى, 3]
 [النصير, 2]
 [غنمتم, 2]
 [فأن, 2]
 [خمسه, 1]
 [ولذي, 2]
 [بالعدوة, 2]
 [القصوى, 1]
 [والركب, 1]
 [أسفل, 3]
 [تواعدتم, 1]
 [لاختلفتم, 1]
 [ليقضي, 2]
 [ليهلك, 2]
 [حي, 2]
 [لسميع, 2]
 [يريكهم, 1]
 [منامك, 1]
 [أراكهم, 1]
 [لفشلتم, 1]
 [ولتنازعتم, 1]
 [سلم, 2]
 [يريكموهم, 1]
 [التقيتم, 1]
 [أعينكم, 2]
 [ويقللكم, 1]
 [فاثبتوا, 1]
 [تنازعوا, 1]
 [فتفشلوا, 1]
 [وتذهب, 1]
 [ريحكم, 1]
 [بطرا, 1]
 [ورئاء, 1]
 [ويصدون, 4]
 [جار, 1]
 [تراءت, 1]
 [الفئتان, 1]
 [نكص, 1]
 [أرى, 5]
 [ترون, 2]
 [المنافقون, 7]
 [غر, 1]
 [يتوكل, 3]
 [يتوفى, 4]
 [يضربون, 3]
 [وأدبارهم, 2]
 [وذوقوا, 3]
 [قوي, 4]
 [يك, 8]
 [مغيرا, 1]
 [أنعمها, 1]
 [يغيروا, 2]
 [وكل, 14]
 [عاهدت, 1]
 [عهدهم, 3]
 [تثقفنهم, 1]
 [الحرب, 2]
 [فشرد, 1]
 [تخافن, 1]
 [خيانة, 1]
 [فانبذ, 1]
 [الخائنين, 2]
 [سبقوا, 1]
 [يعجزون, 1]
 [وأعدوا, 1]
 [استطعتم, 5]
 [قوة, 19]
 [رباط, 1]
 [الخيل, 1]
 [ترهبون, 1]
 [وعدوكم, 2]
 [وآخرين, 3]
 [دونهم, 4]
 [تعلمونهم, 1]
 [يعلمهم, 3]
 [جنحوا, 1]
 [للسلم, 1]
 [فاجنح, 1]
 [يريدوا, 2]
 [يخدعوك, 1]
 [حسبك, 2]
 [أيدك, 1]
 [وبالمؤمنين, 1]
 [وألف, 1]
 [أنفقت, 1]
 [ألفت, 1]
 [اتبعك, 4]
 [حرض, 1]
 [عشرون, 1]
 [صابرون, 1]
 [يغلبوا, 4]
 [مائتين, 2]
 [ألفا, 1]
 [خفف, 1]
 [صابرة, 1]
 [ألفين, 1]
 [أسرى, 2]
 [يثخن, 1]
 [سبق, 4]
 [لمسكم, 2]
 [أخذتم, 1]
 [الأسرى, 1]
 [يؤتكم, 4]
 [خيانتك, 1]
 [خانوا, 1]
 [فأمكن, 1]
 [وهاجروا, 4]
 [آووا, 2]
 [ونصروا, 2]
 [ولايتهم, 1]
 [استنصروكم, 1]
 [فعليكم, 1]
 [تفعلوه, 1]
 [وفساد, 1]
 [براءة, 2]
 [عاهدتم, 4]
 [فسيحوا, 1]
 [معجزي, 2]
 [مخزي, 1]
 [وأذان, 1]
 [الأكبر, 4]
 [ينقصوكم, 1]
 [يظاهروا, 1]
 [فأتموا, 1]
 [مدتهم, 1]
 [انسلخ, 1]
 [الأشهر, 1]
 [الحرم, 1]
 [وخذوهم, 1]
 [واحصروهم, 1]
 [واقعدوا, 1]
 [مرصد, 1]
 [فخلوا, 1]
 [سبيلهم, 1]
 [استجارك, 1]
 [فأجره, 2]
 [أبلغه, 1]
 [مأمنه, 1]
 [للمشركين, 4]
 [وعند, 3]
 [استقاموا, 4]
 [فاستقيموا, 2]
 [يظهروا, 3]
 [يرقبوا, 1]
 [ذمة, 2]
 [يرضونكم, 1]
 [وتأبى, 1]
 [فصدوا, 3]
 [يرقبون, 1]
 [المعتدون, 1]
 [ونفصل, 1]
 [نكثوا, 2]
 [وطعنوا, 1]
 [أئمة, 5]
 [ينتهون, 1]
 [وهموا, 2]
 [بإخراج, 1]
 [بدءوكم, 1]
 [أتخشونهم, 1]
 [تخشوه, 1]
 [قاتلوهم, 1]
 [ويخزهم, 1]
 [وينصركم, 1]
 [ويشف, 1]
 [صدور, 4]
 [غيظ, 1]
 [تتركوا, 1]
 [وليجة, 1]
 [يعمروا, 1]
 [شاهدين, 2]
 [يخش, 1]
 [يكونوا, 13]
 [أجعلتم, 1]
 [سقاية, 1]
 [الحاج, 1]
 [وعمارة, 1]
 [وجاهد, 1]
 [يستوون, 3]
 [أعظم, 2]
 [الفائزون, 4]
 [يبشرهم, 1]
 [نعيم, 5]
 [وإخوانكم, 2]
 [استحبوا, 2]
 [الإيمان, 7]
 [وأزواجكم, 2]
 [وعشيرتكم, 1]
 [وأموال, 1]
 [اقترفتموها, 1]
 [وتجارة, 1]
 [تخشون, 1]
 [كسادها, 1]
 [ومساكن, 3]
 [ترضونها, 1]
 [وجهاد, 1]
 [فتربصوا, 4]
 [مواطن, 1]
 [حنين, 1]
 [كثرتكم, 1]
 [تغن, 4]
 [وضاقت, 2]
 [رحبت, 2]
 [مدبرين, 6]
 [سكينته, 3]
 [جنودا, 1]
 [تروها, 3]
 [وعذب, 1]
 [المشركون, 3]
 [نجس, 1]
 [يقربوا, 1]
 [عامهم, 1]
 [عيلة, 1]
 [يغنيكم, 1]
 [يحرمون, 1]
 [يدينون, 1]
 [يعطوا, 2]
 [الجزية, 1]
 [صاغرون, 2]
 [عزير, 1]
 [يضاهئون, 1]
 [قاتلهم, 2]
 [أحبارهم, 1]
 [ورهبانهم, 1]
 [والمسيح, 1]
 [ليعبدوا, 2]
 [يطفئوا, 1]
 [ويأبى, 1]
 [نوره, 3]
 [ودين, 3]
 [ليظهره, 3]
 [الأحبار, 1]
 [والرهبان, 1]
 [ليأكلون, 2]
 [يكنزون, 1]
 [ينفقونها, 1]
 [يحمى, 1]
 [فتكوى, 1]
 [جباههم, 1]
 [وجنوبهم, 1]
 [وظهورهم, 1]
 [كنزتم, 1]
 [تكنزون, 1]
 [عدة, 4]
 [الشهور, 1]
 [اثنا, 1]
 [شهرا, 2]
 [القيم, 4]
 [تظلموا, 1]
 [النسيء, 1]
 [زيادة, 1]
 [يحلونه, 1]
 [عاما, 3]
 [ويحرمونه, 1]
 [ليواطئوا, 1]
 [فيحلوا, 1]
 [اثاقلتم, 1]
 [أرضيتم, 1]
 [بالحياة, 3]
 [تنفروا, 2]
 [ويستبدل, 1]
 [تضروه, 1]
 [تنصروه, 1]
 [نصره, 1]
 [أخرجه, 1]
 [ثاني, 2]
 [هما, 1]
 [الغار, 1]
 [لصاحبه, 2]
 [تحزن, 7]
 [معنا, 6]
 [فأنزل, 3]
 [وأيده, 1]
 [بجنود, 2]
 [السفلى, 1]
 [وكلمة, 1]
 [العليا, 1]
 [خفافا, 1]
 [وثقالا, 1]
 [عرضا, 2]
 [قريبا, 9]
 [وسفرا, 1]
 [قاصدا, 1]
 [لاتبعوك, 1]
 [بعدت, 2]
 [الشقة, 1]
 [وسيحلفون, 1]
 [استطعنا, 1]
 [لخرجنا, 1]
 [أذنت, 1]
 [وتعلم, 1]
 [يستأذنك, 2]
 [يجاهدوا, 2]
 [وارتابت, 1]
 [ريبهم, 1]
 [يترددون, 1]
 [الخروج, 3]
 [لأعدوا, 1]
 [انبعاثهم, 1]
 [فثبطهم, 1]
 [اقعدوا, 1]
 [زادوكم, 1]
 [ولأوضعوا, 1]
 [خلالكم, 1]
 [يبغونكم, 1]
 [ابتغوا, 1]
 [وقلبوا, 1]
 [وظهر, 1]
 [كارهون, 5]
 [ائذن, 1]
 [تفتني, 1]
 [سقطوا, 1]
 [لمحيطة, 2]
